id,yr,worry_cchange,prezjob_envt,prezjob_energy,govprotect,envt1,envt2,econ_v_envt,engy_v_envt,envworry_toxicwst,envworry_radioactivity,gw_understand,gw_serious,gw_laws_econ,fracking,energyserious,energy_shortage,solution_conserv,nucfav,nucsafe,nucfav_area,fav_nuclear,fav_openland,fav_mandateC02,fav_solar,fav_altfuel,fav_mandateC02bus,fav_engylimits,fav_coal,emph_coal,emph_oil,emph_ngas,emph_wind,emph_solar,emph_nuclear,favor_reduce_fossil,envdone_vote,envdone_reduce,envdone_petition,envdone_stocks,envtrust_congress,envtrust_reps,envtrust_dems,pay100more,environmentalist,econ1,econ2,arealive_rec,age,educ,party,jobtype,religion,nucfav_binary,nuclear_target
700,2013,,Good job,Good job,About the right amount,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Gennerally correct,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,70.0,Post-grad,Democrat,,Protestant,Oppose,0
701,2013,,Good job,Good job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Not at all serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,More emphasis,Same as now,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,60.0,Some college,Lean Democratic,,,Favor,1
702,2013,,Poor job,Poor job,About the right amount,Only Fair,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Same as now,Less emphasis,Same as now,,,,,,,,,,,,,Big/Small City,86.0,Post-grad,Republican,,Protestant,Favor,1
703,2013,,Good job,Good job,Too little,Only Fair,Getting Better,Equal Priority (VOL),Both Equally (VOL),A fair amount,,Fairly well,Generally underestimated,,,Fairly serious,,Both Equally (VOL),Somewhat oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,48.0,Some college,Democrat,,Protestant,Oppose,0
704,2013,,Good job,Good job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Fairly well,Gennerally correct,,,Not at all serious,,,Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,55.0,Post-grad,Lean Democratic,,Catholic,Favor,1
705,2013,,Poor job,Poor job,Too much,Good,Getting Better,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally exaggerated,,,Fairly serious,,,Strongly favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,56.0,Some college,"Independent, no lean",,Catholic,Favor,1
706,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Not very well,Gennerally correct,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Same as now,More emphasis,DK,,,,,,,,,,,,,Town/Rural Area,77.0,HS or Less,Republican,,Protestant,Favor,1
707,2013,,Good job,Good job,About the right amount,Good,Getting Better,REF,Neither/Other (VOL),Only a little,,Fairly well,Generally underestimated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,Same as now,Less emphasis,Same as now,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,58.0,Post-grad,Democrat,,Protestant,Oppose,0
708,2013,,Poor job,Poor job,About the right amount,Poor,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Not at all,,Fairly well,Gennerally correct,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Somewhat favor,,,,,,,,,,,More emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,DK/REF,,DK/REF,,,REF,Favor,1
709,2013,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Generally underestimated,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly oppose,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,52.0,College Grad only,Democrat,,Protestant,Oppose,0
710,2013,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Not very well,Gennerally correct,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,64.0,Post-grad,Democrat,,Protestant,Favor,1
711,2013,,Poor job,Poor job,Too much,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Generally exaggerated,,,Very serious,,,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,Less emphasis,Same as now,,,,,,,,,,,,,Big/Small City,86.0,Some college,Republican,,Protestant,Oppose,0
712,2013,,Good job,Good job,About the right amount,Only Fair,Same (VOL),"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,Same as now,Same as now,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,57.0,Post-grad,Lean Democratic,,Protestant,Oppose,0
713,2013,,Poor job,Good job,Too little,Only Fair,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Gennerally correct,,,Not at all serious,,,Strongly favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,66.0,Post-grad,"Independent, no lean",,,Favor,1
714,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A fair amount,,Fairly well,Gennerally correct,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,55.0,HS or Less,Republican,,Protestant,Favor,1
715,2013,,Poor job,Poor job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Very serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,Same as now,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Suburb of Big/Small City,73.0,Some college,Lean Democratic,,Agnostic,Oppose,0
716,2013,,Poor job,Poor job,Too little,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Not very well,Generally underestimated,,,Very serious,,,Somewhat favor,,,,,,,,,,,Less emphasis,Same as now,Less emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Big/Small City,58.0,HS or Less,Lean Republican,,Protestant,Favor,1
717,2013,,Poor job,Poor job,Too little,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Fairly well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,Less emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,76.0,College Grad only,Lean Republican,,Protestant,Favor,1
718,2013,,Poor job,Poor job,Too much,Excellent,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,Less emphasis,Same as now,,,,,,,,,,,,,Big/Small City,54.0,College Grad only,Democrat,,Catholic,Favor,1
719,2013,,Good job,Good job,Too little,Only Fair,Getting Better,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Very well,Generally underestimated,,,Fairly serious,,,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,50.0,Some college,Democrat,,Protestant,Oppose,0
720,2013,,Good job,Good job,Too little,Only Fair,Getting Better,Equal Priority (VOL),Both Equally (VOL),A great deal,,Not very well,Generally exaggerated,,,Fairly serious,,,Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Same as now,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,45.0,HS or Less,"Independent, no lean",,,Favor,1
721,2013,,Good job,REF,About the right amount,Good,Getting Better,Equal Priority (VOL),Developing Energy Supplies Given Priority,Only a little,,Fairly well,Generally exaggerated,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat oppose,,,,,,,,,,,Same as now,Same as now,Same as now,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,30.0,Some college,Democrat,,Protestant,Oppose,0
722,2013,,Good job,Good job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Very well,Gennerally correct,,,Very serious,,,Somewhat oppose,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,48.0,Post-grad,Republican,,Catholic,Oppose,0
723,2013,,Poor job,Good job,About the right amount,Only Fair,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Not very well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,82.0,HS or Less,Democrat,,Catholic,Favor,1
724,2013,,Poor job,Poor job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally exaggerated,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,18.0,Some college,Lean Republican,,Catholic,Favor,1
725,2013,,Good job,Good job,About the right amount,Good,DK,DK,DK,A great deal,,Not at all,DK,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,DK,More emphasis,More emphasis,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,Town/Rural Area,43.0,HS or Less,"Independent, no lean",,Protestant,Favor,1
726,2013,,Poor job,Poor job,Too much,Good,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally exaggerated,,,Very serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Town/Rural Area,61.0,College Grad only,Republican,,Protestant,Favor,1
727,2013,,Good job,Fair/Mixed (VOL),Too little,Poor,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Gennerally correct,,,Very serious,,,Somewhat oppose,,,,,,,,,,,Same as now,Same as now,More emphasis,DK,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,54.0,HS or Less,Democrat,,Protestant,Oppose,0
728,2013,,Poor job,Poor job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",A great deal,,Fairly well,Generally underestimated,,,Not at all serious,,Emphasize more conservation by consumers,Strongly oppose,,,,,,,,,,,Less emphasis,Less emphasis,Less emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,61.0,Some college,Democrat,,Protestant,Oppose,0
729,2013,,Poor job,Poor job,About the right amount,Good,Same (VOL),"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Very well,Generally exaggerated,,,Fairly serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,62.0,Post-grad,Republican,,Other Christian,Favor,1
730,2013,,Poor job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Gennerally correct,,,Very serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Same as now,Same as now,Less emphasis,Less emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,79.0,HS or Less,Lean Republican,,Jewish,Favor,1
731,2013,,Poor job,Poor job,About the right amount,Poor,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,Only a little,,Fairly well,Generally exaggerated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,More emphasis,More emphasis,More emphasis,Less emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Town/Rural Area,53.0,HS or Less,Republican,,Protestant,Favor,1
732,2013,,Good job,Good job,DK,Good,DK,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Not very well,Gennerally correct,,,Very serious,,"Emphasize production of more oil, gas and coal supplies",Strongly favor,,,,,,,,,,,Same as now,Same as now,Same as now,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Big/Small City,60.0,College Grad only,Democrat,,Muslim,Favor,1
733,2013,,Good job,Good job,About the right amount,Good,Getting Better,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A great deal,,Very well,Gennerally correct,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,More emphasis,More emphasis,Less emphasis,Same as now,More emphasis,,,,,,,,,,,,,Town/Rural Area,27.0,Post-grad,Republican,,Catholic,Favor,1
735,2013,,Poor job,Poor job,About the right amount,Good,Getting Worse,"Economic Growth Priority, even if enviornment suffers to some extent",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Generally exaggerated,,,Fairly serious,,,Somewhat favor,,,,,,,,,,,Same as now,More emphasis,Same as now,More emphasis,More emphasis,Same as now,,,,,,,,,,,,,DK/REF,,DK/REF,,,REF,Favor,1
736,2013,,Poor job,Poor job,About the right amount,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth",Developing Energy Supplies Given Priority,A fair amount,,Not very well,Generally exaggerated,,,Fairly serious,,,Somewhat oppose,,,,,,,,,,,Less emphasis,Less emphasis,Less emphasis,More emphasis,More emphasis,Less emphasis,,,,,,,,,,,,,Big/Small City,52.0,Some college,Republican,,Protestant,Oppose,0
737,2013,,Good job,Good job,Too little,Only Fair,Getting Worse,"Protect Environment, even at risk of curbing economic growth","Protect Enviornment, even at risk of limiting energy supplies",Only a little,,Fairly well,Gennerally correct,,,Fairly serious,,Emphasize more conservation by consumers,Somewhat favor,,,,,,,,,,,Less emphasis,Less emphasis,More emphasis,More emphasis,More emphasis,More emphasis,,,,,,,,,,,,,Suburb of Big/Small City,60.0,Post-grad,Lean Democratic,,,Favor,1
